"skola","predmet","obor","typ","konali","neuspeli","volba","prumer","odchylka"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",22,0,"36.7","87.0","4.4"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",22,0,"36.7","78.7","7.5"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",22,0,"36.7","75.0","6.3"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",60,0,"100.0","84.5","9.6"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",60,0,"100.0","80.7","10.8"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",60,0,"100.0","71.5","12.9"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Matematika","Gymnázium 4 leté","Didaktický test",34,0,"56.7","66.1","17.7"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Didaktický test",4,0,"6.7","86.1","4.1"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Písemná práce",4,0,"6.7","85.2","5.8"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Ústní zkouška",4,0,"6.7","77.0","3.8"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",21,0,"67.7","71.5","10.3"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",21,0,"67.7","60.1","12.3"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",21,0,"67.7","62.8","13.5"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",31,1,"100.0","64.4","12.3"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",31,0,"100.0","69.2","11.9"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",31,0,"100.0","57.2","12.8"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Matematika","Gymnázium 4 leté","Didaktický test",5,0,"16.1","47.4","11.6"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Didaktický test",5,0,"16.1","69.1","18.5"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Písemná práce",5,0,"16.1","72.8","8.7"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Ústní zkouška",5,0,"16.1","63.4","12.7"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",38,0,"77.4","72.8","12.5"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",38,0,"77.4","70.7","9.2"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",38,1,"77.4","49.8","17.2"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",49,5,"100.0","68.6","16.4"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",49,0,"100.0","52.7","13.4"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",49,2,"100.0","48.1","21.3"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Matematika","Gymnázium 4 leté","Didaktický test",10,0,"20.8","64.6","20.0"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",43,0,"82.1","79.2","10.1"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",43,0,"82.1","79.9","5.6"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",43,3,"82.1","52.5","16.9"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",52,0,"100.0","79.1","10.4"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",52,0,"100.0","67.0","11.5"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",52,1,"100.0","60.4","17.9"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Matematika","Gymnázium 4 leté","Didaktický test",5,0,"10.7","63.4","14.8"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",15,0,"62.5","72.9","9.5"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",15,0,"62.5","72.3","12.0"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",15,2,"62.5","51.0","26.2"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",24,0,"100.0","64.9","15.4"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",24,1,"100.0","43.9","17.5"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",24,2,"100.0","50.6","28.8"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Matematika","Gymnázium 4 leté","Didaktický test",5,1,"20.8","45.4","30.6"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Didaktický test",4,0,"16.7","59.3","19.1"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Písemná práce",4,0,"16.7","86.9","10.6"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Německý jazyk","Gymnázium 4 leté","Ústní zkouška",4,0,"16.7","66.2","5.7"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",18,0,"62.1","79.4","6.6"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",18,0,"62.1","80.8","6.9"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",18,0,"62.1","59.4","11.1"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",29,0,"100.0","75.7","9.9"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",29,0,"100.0","58.9","13.2"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",29,0,"100.0","57.3","14.2"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Matematika","Gymnázium 4 leté","Didaktický test",11,0,"37.9","75.0","13.5"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",12,0,"46.2","78.7","7.1"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",12,0,"46.2","67.4","5.7"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",12,0,"46.2","78.8","3.9"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",26,0,"100.0","78.9","9.7"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",26,0,"100.0","48.6","13.5"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",26,0,"100.0","69.8","9.7"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Matematika","Gymnázium 4 leté","Didaktický test",14,0,"53.8","72.8","17.4"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",7,0,"86.7","69.5","18.2"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",7,0,"86.7","78.3","10.7"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",7,0,"86.7","60.9","18.5"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",9,0,"100.0","47.5","12.4"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",9,0,"100.0","37.2","14.2"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",9,1,"100.0","32.2","15.2"
"Gymnázium. Tanvald. Školní 305. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",14,0,"100.0","66.9","12.4"
"Gymnázium. Tanvald. Školní 305. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",14,0,"100.0","62.8","13.1"
"Gymnázium. Tanvald. Školní 305. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",14,1,"100.0","33.3","15.6"
"Gymnázium. Tanvald. Školní 305. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",14,1,"100.0","62.7","14.6"
"Gymnázium. Tanvald. Školní 305. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",14,0,"100.0","57.7","11.4"
"Gymnázium. Tanvald. Školní 305. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",14,0,"100.0","32.9","15.0"
"Gymnázium. Turnov. Jana Palacha 804. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",29,0,"100.0","72.0","9.8"
"Gymnázium. Turnov. Jana Palacha 804. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",29,0,"100.0","80.4","7.4"
"Gymnázium. Turnov. Jana Palacha 804. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",29,0,"100.0","63.0","13.0"
"Gymnázium. Turnov. Jana Palacha 804. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",29,1,"100.0","66.2","13.1"
"Gymnázium. Turnov. Jana Palacha 804. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",29,0,"100.0","45.7","16.5"
"Gymnázium. Turnov. Jana Palacha 804. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",29,0,"100.0","60.5","13.0"
"Vyšší odborná škola sklářská a Střední škola. Nový Bor. Wolkerova 316. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Didaktický test",24,0,"88.9","80.9","5.7"
"Vyšší odborná škola sklářská a Střední škola. Nový Bor. Wolkerova 316. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Písemná práce",24,0,"88.9","79.3","7.1"
"Vyšší odborná škola sklářská a Střední škola. Nový Bor. Wolkerova 316. příspěvková organizace","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",24,0,"88.9","69.2","9.2"
"Vyšší odborná škola sklářská a Střední škola. Nový Bor. Wolkerova 316. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",27,0,"100.0","70.6","12.4"
"Vyšší odborná škola sklářská a Střední škola. Nový Bor. Wolkerova 316. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",27,0,"100.0","47.7","18.7"
"Vyšší odborná škola sklářská a Střední škola. Nový Bor. Wolkerova 316. příspěvková organizace","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",27,0,"100.0","66.1","9.2"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Český jazyk a literatura","Gymnázium 6 leté","Didaktický test",27,0,"100.0","73.8","11.2"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Český jazyk a literatura","Gymnázium 6 leté","Písemná práce",27,0,"100.0","67.6","11.9"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Český jazyk a literatura","Gymnázium 6 leté","Ústní zkouška",27,0,"100.0","67.9","14.9"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",10,0,"40.0","90.4","2.8"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Písemná práce",10,0,"40.0","86.2","6.0"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",10,0,"40.0","80.2","7.4"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",25,0,"100.0","88.6","10.4"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",25,0,"100.0","61.0","15.9"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",25,0,"100.0","66.6","15.4"
"Gymnázium a Střední odborná škola pedagogická. Liberec. Jeronýmova 425/27. příspěvková organizace","Matematika","Gymnázium 8 leté","Didaktický test",13,0,"52.0","80.4","13.5"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",9,0,"42.9","76.8","10.0"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Písemná práce",9,0,"42.9","61.4","9.9"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",9,0,"42.9","51.0","12.9"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",21,0,"100.0","81.2","11.4"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",21,0,"100.0","78.9","7.8"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",21,0,"100.0","63.2","11.8"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Matematika","Gymnázium 8 leté","Didaktický test",6,0,"28.6","60.0","21.9"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Německý jazyk","Gymnázium 8 leté","Didaktický test",6,0,"28.6","69.1","6.4"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Německý jazyk","Gymnázium 8 leté","Písemná práce",6,0,"28.6","87.3","7.3"
"Gymnázium a Střední odborná škola. Jilemnice. Tkalcovská 460. příspěvková organizace","Německý jazyk","Gymnázium 8 leté","Ústní zkouška",6,0,"28.6","70.6","10.5"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",6,0,"25.0","94.6","5.0"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Písemná práce",6,0,"25.0","91.9","2.3"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",6,0,"25.0","63.4","13.1"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",24,0,"100.0","87.3","10.2"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",24,0,"100.0","69.1","14.8"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",24,0,"100.0","82.1","4.4"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Matematika","Gymnázium 8 leté","Didaktický test",14,1,"58.3","73.5","16.7"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Německý jazyk","Gymnázium 8 leté","Didaktický test",4,0,"16.7","93.7","4.2"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Německý jazyk","Gymnázium 8 leté","Písemná práce",4,0,"16.7","92.4","2.3"
"Gymnázium Dr. Antona Randy. Jablonec nad Nisou. příspěvková organizace","Německý jazyk","Gymnázium 8 leté","Ústní zkouška",4,0,"16.7","78.1","0.0"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",13,0,"52.0","87.8","6.3"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Písemná práce",13,0,"52.0","82.4","6.2"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",13,0,"52.0","71.2","7.1"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",25,0,"100.0","83.7","8.9"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",25,0,"100.0","62.9","13.9"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",25,0,"100.0","61.9","17.2"
"Gymnázium F. X. Šaldy. Liberec 11. Partyzánská 530. příspěvková organizace","Matematika","Gymnázium 8 leté","Didaktický test",10,0,"40.0","73.8","11.9"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",18,0,"63.3","86.0","5.1"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Písemná práce",18,0,"63.3","83.1","6.9"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",18,0,"63.3","78.5","5.1"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",29,0,"100.0","74.3","12.0"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",29,0,"100.0","61.3","14.0"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",29,0,"100.0","72.2","15.8"
"Gymnázium Ivana Olbrachta. Semily. Nad Špejcharem 574. příspěvková organizace","Matematika","Gymnázium 8 leté","Didaktický test",8,2,"26.7","41.1","17.5"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",28,0,"80.0","81.3","10.9"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Písemná práce",28,0,"80.0","78.4","8.2"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",28,1,"80.0","61.6","15.9"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",35,0,"100.0","80.7","9.7"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",35,0,"100.0","69.0","13.4"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",35,0,"100.0","62.0","16.9"
"Gymnázium. Česká Lípa. Žitavská 2969. příspěvková organizace","Matematika","Gymnázium 8 leté","Didaktický test",7,0,"20.0","74.9","10.4"
"Gymnázium. Frýdlant. Mládeže 884. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",7,0,"70.0","68.0","6.5"
"Gymnázium. Frýdlant. Mládeže 884. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Písemná práce",7,0,"70.0","62.1","11.2"
"Gymnázium. Frýdlant. Mládeže 884. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",7,1,"70.0","59.9","21.7"
"Gymnázium. Frýdlant. Mládeže 884. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",12,0,"100.0","76.7","9.6"
"Gymnázium. Frýdlant. Mládeže 884. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",12,0,"100.0","75.2","11.9"
"Gymnázium. Frýdlant. Mládeže 884. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",12,0,"100.0","55.4","13.7"
"Gymnázium. Frýdlant. Mládeže 884. příspěvková organizace","Matematika","Gymnázium 8 leté","Didaktický test",3,0,"20.0","53.0","10.3"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",10,0,"64.7","88.4","4.8"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Písemná práce",10,0,"64.7","85.0","6.5"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",10,0,"64.7","78.4","6.6"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",13,0,"100.0","81.5","9.1"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",13,0,"100.0","84.4","8.3"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",13,0,"100.0","73.9","4.9"
"Gymnázium. Jablonec nad Nisou. U Balvanu 16. příspěvková organizace","Matematika","Gymnázium 8 leté","Didaktický test",3,0,"35.3","71.8","20.0"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",14,0,"71.4","79.6","7.8"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Písemná práce",14,0,"71.4","79.5","9.8"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",14,0,"71.4","56.0","13.2"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",20,0,"100.0","75.7","10.6"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",20,0,"100.0","71.6","17.4"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",20,0,"100.0","48.4","17.5"
"Gymnázium. Mimoň. Letná 263. příspěvková organizace","Matematika","Gymnázium 8 leté","Didaktický test",6,0,"28.6","50.1","15.1"
"Gymnázium. Tanvald. Školní 305. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Didaktický test",15,0,"94.1","75.4","11.6"
"Gymnázium. Tanvald. Školní 305. příspěvková organizace","Anglický jazyk","Gymnázium 8 leté","Písemná práce",15,0,"94.1","65.8","12.8"
